id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
1045291,2011,01/12/2011,1012016,7.0,MORTGAGE,3,Medium,150000,2,27000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,12.84,29699.97,20719.82,0.0,606.35,Northern-Irl
978527,2011,01/12/2011,1042012,4.0,RENT,1,Medium,105000,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,22.74,G,7,16.94,37616.47,35000.0,0.0,981.45,munster
1042294,2011,01/12/2011,1062013,8.0,OWN,2,Low,80000,1,15000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.62,A,1,1.16,16158.8,15000.0,0.0,460.56,cannught
1043785,2011,01/12/2011,1012012,4.0,MORTGAGE,3,Low,75000,1,30000, 60 months,2,INDIVIDUAL,1,house,12,High,2,Good Loan,0,13.49,C,3,22.85,30338.69,30000.0,0.0,690.15,leinster
1040196,2011,01/12/2011,1062012,4.0,RENT,1,Low,63000,1,22000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,6.27,4280.04,1319.14,723.12,593.82,leinster
1045232,2011,01/12/2011,1072015,2.0,MORTGAGE,3,Medium,125000,2,21000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,13.69,30143.124480000002,21000.0,0.0,519.32,cannught
1040409,2011,01/12/2011,1102013,10.0,RENT,1,Low,45000,1,22500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,20.56,27607.2,22500.0,0.0,526.7,leinster
1045106,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,45000,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.51,A,1,12.37,5597.984331000001,5000.0,0.0,155.56,Northern-Irl
1045108,2011,01/12/2011,1122014,9.0,RENT,1,Low,54000,1,9600, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,7.9,A,1,6.8,10812.60492,9600.0,0.0,300.39,munster
1045100,2011,01/12/2011,1012016,7.0,RENT,1,Low,33000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,13.09,13740.25,9104.41,0.0,280.91,Northern-Irl
1045198,2011,01/12/2011,1062013,10.0,RENT,1,Low,58947,1,4500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,10.99,4816.74,4500.0,0.0,136.96,leinster
1045091,2011,01/12/2011,1122014,0.5,MORTGAGE,3,Low,68000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,5.19,3723.649008,3000.0,0.0,103.49,cannught
1033625,2011,01/12/2011,1122014,6.0,MORTGAGE,3,Low,55000,1,16100, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.89,F,6,22.32,24098.89311,16100.0,0.0,434.57,munster
1045054,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,59801,1,18200, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,18.25,D,4,10.07,23760.334769999998,18200.0,0.0,660.26,leinster
1045045,2011,01/12/2011,1102012,0.5,MORTGAGE,3,Low,100000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,22.35,F,6,15.84,23897.68,3498.01,14170.08,973.64,cannught
1044958,2011,01/12/2011,1082014,10.0,MORTGAGE,3,Low,55000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.73,17359.325240000002,15000.0,0.0,483.38,cannught
1044959,2011,01/12/2011,1012014,2.0,MORTGAGE,3,Low,98280,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,6.04,10648.0,10000.0,0.0,307.04,Northern-Irl
1045043,2011,01/12/2011,1022014,1.0,RENT,1,Low,47000,1,8500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,18.28,9607.211393000001,8500.0,0.0,269.91,Northern-Irl
1045034,2011,01/11/2011,1122014,10.0,RENT,1,Low,49000,1,1800, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,11.71,B,2,15.33,2142.093054,1800.0,0.0,59.54,cannught
1041954,2011,01/11/2011,1052014,9.0,RENT,1,Low,45000,1,14000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,15.89,16765.91147,14000.0,0.0,469.63,ulster
1044994,2011,01/12/2011,1032014,4.0,RENT,1,Low,59100,1,3000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Bad Loan,1,16.77,D,4,12.87,2772.12,2001.66,13.75,106.62,ulster
1044872,2011,01/12/2011,1122014,10.0,RENT,1,Low,95000,1,17200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,8.98,22243.74939,17200.0,0.0,618.21,munster
1044982,2011,01/11/2011,1032013,1.0,RENT,1,Low,45000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.57,6613.39,6000.0,0.0,193.35,munster
1041749,2011,01/12/2011,1052012,7.0,MORTGAGE,3,Low,72000,1,16675, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,8.68,17467.85,16675.0,0.0,368.49,ulster
1044761,2011,01/11/2011,1062014,10.0,RENT,1,Low,75000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,20.91,5042.825634000001,4000.0,0.0,141.21,ulster
1044864,2011,01/12/2011,1012016,10.0,MORTGAGE,3,Low,59000,1,5250, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,17.58,D,4,23.45,6451.0,3905.27,0.0,132.12,leinster
1044826,2011,01/11/2011,1012016,1.0,OWN,2,Low,33840,1,2500, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,12.69,B,2,14.82,2761.51,1912.58,0.0,56.49,munster
1044665,2011,01/12/2011,1022013,1.0,RENT,1,Low,27000,1,12875, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.69,14136.94,12875.0,0.0,284.52,cannught
1044657,2011,01/12/2011,1122014,10.0,RENT,1,Low,48000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,21.95,8450.547809,7000.0,0.0,234.82,ulster
1044801,2011,01/11/2011,1112014,5.0,MORTGAGE,3,Low,92700,1,1500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,2.64,1861.351882,1500.0,0.0,51.75,cannught
1044615,2011,01/11/2011,1122014,4.0,RENT,1,Low,36000,1,5300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,15.2,6057.238995000001,5300.0,0.0,168.3,cannught
1044543,2011,01/12/2011,1012016,10.0,MORTGAGE,3,Low,63996,1,12250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,23.76,13240.35,9424.49,0.0,270.71,ulster
1038768,2011,01/11/2011,1082014,7.0,MORTGAGE,3,Low,22088,1,4200, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,10.65,5708.680056,4200.0,0.0,103.87,cannught
1044605,2011,01/11/2011,1032014,0.5,MORTGAGE,3,Low,57000,1,2400, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,17.01,2858.677569,2400.0,0.0,80.51,leinster
1044511,2011,01/12/2011,1012016,10.0,RENT,1,Low,54257,1,24250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,24.0,30807.4,17924.76,0.0,629.46,munster
1043457,2011,01/12/2011,1122014,2.0,RENT,1,Low,42000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,17.06,13516.17836,12000.0,0.0,375.49,Northern-Irl
1044537,2011,01/11/2011,1062014,2.0,MORTGAGE,3,Low,44959,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,5.98,11837.09275,10000.0,0.0,330.76,cannught
1042702,2011,01/12/2011,1012016,5.0,MORTGAGE,3,Low,92000,1,22000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,18.25,D,4,19.64,27498.72,16339.81,0.0,561.66,leinster
1044514,2011,01/12/2011,1122012,6.0,MORTGAGE,3,Low,60000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,17.56,23139.57,20000.0,0.0,494.59,Northern-Irl
1044347,2011,01/11/2011,1122014,3.0,RENT,1,Low,36000,1,7800, 36 months,1,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,14.27,C,3,1.9,9629.204576,7800.0,0.0,267.61,ulster
1044500,2011,01/12/2011,1012016,10.0,OWN,2,Low,100000,1,32000, 60 months,2,INDIVIDUAL,1,car,2,High,2,Good Loan,0,20.89,F,6,18.84,42298.59,23410.2,0.0,863.73,Northern-Irl
1044512,2011,01/12/2011,1112014,0.5,RENT,1,Low,52000,1,22950, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,21.83,28017.21455,22950.0,0.0,778.71,Northern-Irl
1044336,2011,01/11/2011,1062013,1.0,RENT,1,Low,14400,1,1000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.29,D,4,15.0,665.81,438.44,32.21,35.31,leinster
1040934,2011,01/12/2011,1122014,4.0,RENT,1,Low,11340,1,1950, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,16.93,2405.617584,1950.0,0.0,66.91,ulster
1044323,2011,01/12/2011,1112014,1.0,OWN,2,Low,37000,1,4650, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,9.54,5138.666646,4650.0,0.0,142.78,cannught
1044499,2011,01/12/2011,1012016,6.0,RENT,1,Medium,136500,2,20000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,19.91,E,5,24.23,25908.36,14719.3,0.0,528.88,munster
1044495,2011,01/12/2011,1032014,10.0,MORTGAGE,3,Medium,200000,2,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,4.04,14452.39535,12000.0,0.0,407.17,leinster
1044300,2011,01/11/2011,1042013,1.0,RENT,1,Low,26000,1,9450, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,14.08,11194.05,9450.0,0.0,335.84,leinster
1044298,2011,01/12/2011,1102014,5.0,RENT,1,Low,30000,1,16000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.9,A,1,17.88,18011.738240000002,16000.0,0.0,500.65,munster
1044226,2011,01/12/2011,1122014,8.0,RENT,1,Low,42856,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,8.93,18285.69527,16000.0,0.0,508.06,ulster
1044459,2011,01/12/2011,1052014,3.0,RENT,1,Low,24500,1,4800, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.65,B,2,3.38,5588.315034,4800.0,0.0,156.36,Northern-Irl
1044462,2011,01/11/2011,1122013,10.0,OWN,2,Low,95000,1,5000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,10.65,B,2,10.79,5753.23,5000.0,0.0,162.87,ulster
1044266,2011,01/12/2011,1012014,1.0,RENT,1,Low,25000,1,7100, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,18.91,7903.54,7100.0,0.0,222.17,munster
1044444,2011,01/11/2011,1012015,2.0,RENT,1,Low,30000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,15.84,7324.612885,6000.0,0.0,203.59,ulster
1044439,2011,01/11/2011,1042014,3.0,RENT,1,Low,84500,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,13.97,11286.42526,9000.0,0.0,317.71,leinster
1044248,2011,01/11/2011,1092014,4.0,RENT,1,Low,48879,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,18.54,6001.8736149999995,5000.0,0.0,167.08,ulster
1044441,2011,01/11/2011,1052014,10.0,RENT,1,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,21.38,12106.11506,10000.0,0.0,339.31,Northern-Irl
1016799,2011,01/12/2011,1012016,1.0,MORTGAGE,3,Low,50000,1,25000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.58,D,4,9.91,30780.28,18627.26,0.0,629.14,munster
1044415,2011,01/12/2011,1112013,4.0,MORTGAGE,3,Low,60000,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,14.27,C,3,8.88,9545.19,4531.19,1483.23,351.13,Northern-Irl
1044372,2011,01/12/2011,1042014,6.0,MORTGAGE,3,Low,55000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,22.69,18484.945780000002,15000.0,0.0,521.97,leinster
1044207,2011,01/11/2011,1122013,10.0,RENT,1,Low,36000,1,8400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,18.47,10682.86,8400.0,0.0,306.39,munster
1044201,2011,01/12/2011,1012016,10.0,MORTGAGE,3,Medium,150000,2,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,9.88,29271.72,18870.09,0.0,598.3,ulster
1031770,2011,01/11/2011,1032013,2.0,RENT,1,Low,29000,1,6000, 36 months,1,INDIVIDUAL,1,moving,10,High,2,Good Loan,0,15.27,C,3,16.34,6954.62,6000.0,0.0,208.79,Northern-Irl
1044366,2011,01/11/2011,1082014,4.0,MORTGAGE,3,Low,53000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,20.51,6611.610222,6000.0,0.0,184.23,cannught
1044374,2011,01/11/2011,1052013,6.05,MORTGAGE,3,Low,33600,1,2500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,18.14,2888.13,2500.0,0.0,86.24,ulster
1044156,2011,01/12/2011,1102014,7.0,MORTGAGE,3,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,renewable_energy,13,Low,1,Good Loan,0,6.62,A,1,10.56,13256.55655,12000.0,0.0,368.45,ulster
1044183,2011,01/11/2011,1022013,0.5,RENT,1,Low,63000,1,1500, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.42,B,2,22.19,1682.85,1500.0,0.0,50.13,ulster
1044140,2011,01/12/2011,1042013,0.5,RENT,1,Low,42816,1,8000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Bad Loan,1,10.65,B,2,1.88,4450.56,3228.91,273.38,260.59,Northern-Irl
1044134,2011,01/12/2011,1012016,2.0,MORTGAGE,3,Medium,180000,2,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,6.77,26523.1,18367.63,0.0,542.28,ulster
1044133,2011,01/12/2011,1092012,9.0,RENT,1,Medium,105000,2,7200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,9.47,7771.33,7200.0,0.0,238.15,leinster
1041602,2011,01/12/2011,1122014,4.0,MORTGAGE,3,Low,95000,1,4400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,1.09,4955.256845,4400.0,0.0,137.68,Northern-Irl
1044119,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Medium,120000,2,23000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,3.77,25419.87501,23000.0,0.0,706.19,ulster
1043922,2011,01/11/2011,1122014,10.0,MORTGAGE,3,Low,70000,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,13.49,C,3,24.38,2440.54493,2000.0,0.0,67.87,cannught
1044083,2011,01/12/2011,1122014,1.0,RENT,1,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,8.31,14485.60765,12000.0,0.0,402.54,leinster
1044073,2011,01/12/2011,1092015,7.0,RENT,1,Low,56000,1,17000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,19.03,E,5,17.27,19771.8,11110.03,0.0,441.28,leinster
1044077,2011,01/11/2011,1122014,1.0,MORTGAGE,3,Low,45000,1,3000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.62,A,1,16.32,3314.926914,3000.0,0.0,92.12,leinster
1043899,2011,01/12/2011,1122014,2.0,MORTGAGE,3,Medium,200000,2,15000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,6.23,16434.30214,15000.0,0.0,456.54,ulster
952346,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,72000,1,28625, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,22.35,F,6,24.6,32202.35,13832.29,2753.03,796.3,Northern-Irl
1044042,2011,01/12/2011,1082015,8.0,RENT,1,Low,43000,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,17.97,15362.46,9011.91,0.0,349.98,leinster
1042228,2011,01/12/2011,1012013,4.0,MORTGAGE,3,Low,70000,1,10200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,17.86,11373.72,10200.0,0.0,340.84,ulster
1041120,2011,01/12/2011,1062013,9.0,MORTGAGE,3,Low,85000,1,24000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,13.23,27328.12,24000.0,0.0,793.83,leinster
1034765,2011,01/11/2011,1122014,5.0,MORTGAGE,3,Low,56000,1,10250, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,19.63,12725.82585,10250.0,0.0,353.57,Northern-Irl
1043852,2011,01/12/2011,1122015,3.0,RENT,1,Low,42600,1,6100, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,27.94,8320.460006,6100.0,0.0,140.33,Northern-Irl
1036033,2011,01/12/2011,1102012,2.0,RENT,1,Low,30000,1,5800, 60 months,2,INDIVIDUAL,1,house,12,High,2,Bad Loan,1,17.58,D,4,1.0,1754.43,647.17,305.03,145.96,cannught
1043814,2011,01/12/2011,1122014,2.0,RENT,1,Medium,130000,2,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,5.81,27837.09605,24000.0,0.0,773.4,Northern-Irl
1027201,2011,01/11/2011,1082013,1.0,MORTGAGE,3,Low,54000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,14.13,7097.94,6000.0,0.0,205.86,leinster
1007963,2011,01/11/2011,1052014,0.5,OWN,2,Low,17280,1,1000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.29,D,4,22.08,1058.26,749.03,37.13,35.31,leinster
1043742,2011,01/12/2011,1112012,3.0,RENT,1,Low,58195,1,11000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,13.4,11875.43,11000.0,0.0,354.48,leinster
1043714,2011,01/11/2011,1032014,5.0,RENT,1,Low,32000,1,9000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,16.77,D,4,14.63,11253.28115,9000.0,0.0,319.85,ulster
1043511,2011,01/12/2011,1122014,2.0,OWN,2,Low,20000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,22.5,3620.643483,3000.0,0.0,100.64,ulster
1043703,2011,01/11/2011,1122014,4.0,RENT,1,Low,14400,1,2000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,6.67,2343.7529329999998,2000.0,0.0,65.15,leinster
1031255,2011,01/12/2011,1112012,6.0,RENT,1,Low,35000,1,12500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,19.95,3399.78,1579.1,15.41,309.12,ulster
1034530,2011,01/11/2011,1072013,4.0,MORTGAGE,3,Low,72000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,12.98,14698.27,13000.0,0.0,423.46,munster
1013065,2011,01/12/2011,1122013,6.0,MORTGAGE,3,Low,96000,1,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,18.24,25377.79,21000.0,0.0,724.38,ulster
1043636,2011,01/12/2011,1012014,5.0,MORTGAGE,3,Low,26400,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,12.5,18326.1,15000.0,0.0,338.93,cannught
1043428,2011,01/11/2011,1122014,4.0,RENT,1,Medium,104371,2,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,12.97,19179.96975,15000.0,0.0,533.08,leinster
1043394,2011,01/12/2011,1082013,2.0,RENT,1,Low,26000,1,5000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.9,A,1,18.37,5497.44,5000.0,0.0,156.46,leinster
1042617,2011,01/12/2011,1102014,5.0,RENT,1,Low,45000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.51,A,1,10.11,11190.32468,10000.0,0.0,311.11,ulster
1043347,2011,01/12/2011,1052012,0.5,OWN,2,Medium,102000,2,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,13.73,31667.87,30000.0,0.0,1066.16,ulster
1043300,2011,01/11/2011,1022012,7.0,MORTGAGE,3,Low,85000,1,12000, 36 months,1,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,14.65,C,3,16.43,12285.76,12000.0,0.0,413.94,Northern-Irl
1043085,2011,01/11/2011,1112013,9.0,RENT,1,Low,37245,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,22.26,8080.83,7200.0,0.0,228.63,leinster
1043299,2011,01/12/2011,1042012,10.0,MORTGAGE,3,Low,90000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,16.23,2156.0,785.72,0.0,539.84,Northern-Irl
1039551,2011,01/11/2011,1122014,9.0,MORTGAGE,3,Low,54960,1,5500, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.03,A,1,10.85,6025.8753560000005,5500.0,0.0,167.4,ulster
1039029,2011,01/12/2011,1122014,10.0,RENT,1,Low,37794,1,17625, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,18.73,21281.40711,17625.0,0.0,591.23,Northern-Irl
1042657,2011,01/12/2011,1042015,2.0,RENT,1,Low,49960,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,19.91,E,5,12.08,27950.06,13343.22,2144.25,661.1,ulster
1042101,2011,01/12/2011,1012016,6.0,MORTGAGE,3,Low,83496,1,29100, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,14.0,30675.58,22498.21,0.0,627.64,Northern-Irl
1042483,2011,01/12/2011,1022014,1.0,RENT,1,Low,19000,1,8325, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,19.89,9124.47,8325.0,0.0,255.61,leinster
1043264,2011,01/11/2011,1112014,6.0,RENT,1,Low,55900,1,7000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,14.27,C,3,24.58,8405.94,6742.15,16.49,240.17,Northern-Irl
1043241,2011,01/11/2011,1092013,6.0,RENT,1,Low,40000,1,10500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,9.06,12484.39,10500.0,0.0,360.25,ulster
1043012,2011,01/12/2011,1052013,7.0,MORTGAGE,3,Low,35000,1,17000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,18.64,E,5,13.17,8221.6,3338.99,800.42,437.63,cannught
1043187,2011,01/11/2011,1032013,5.0,RENT,1,Low,80000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,3.99,5643.85,5000.0,0.0,167.08,leinster
1043202,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Medium,170000,2,25000, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,7.51,A,1,0.82,27996.44943,25000.0,0.0,777.78,leinster
1042980,2011,01/12/2011,1112013,7.0,RENT,1,Low,60000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,11.76,23613.06,18000.0,0.0,463.38,Northern-Irl
1043174,2011,01/11/2011,1072012,4.0,RENT,1,Low,62000,1,2000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,1.95,2124.94,2000.0,0.0,67.87,Northern-Irl
1040232,2011,01/11/2011,1122014,10.0,MORTGAGE,3,Low,98480,1,2500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,20.61,3160.5098120000002,2500.0,0.0,87.85,Northern-Irl
1035385,2011,01/11/2011,1032014,8.0,OWN,2,Low,35000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,10.15,11597.32449,10000.0,0.0,325.74,leinster
1042746,2011,01/12/2011,1052015,5.0,OWN,2,Low,55000,1,15600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,19.42,E,5,22.78,16411.59,8656.94,40.84,408.29,leinster
1042095,2011,01/11/2011,1122014,6.0,MORTGAGE,3,Low,92000,1,6000, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,7.9,A,1,8.03,6757.771779000001,6000.0,0.0,187.75,leinster
1043163,2011,01/11/2011,1122014,5.0,OWN,2,Low,26000,1,4500, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,7.11,5354.838907,4500.0,0.0,148.85,leinster
